 FASTA header,location, IDR start, IDR end
tr|Q9FFC9|Q9FFC9_ARATH Voltage-dependent L-type calcium channel subunit OS=Arabidopsis thaliana OX=3702 GN=LDIP PE=1 SV=1,N-terminal,1,48
sp|Q9FFP2|KPL_ARATH Protein KOKOPELLI OS=Arabidopsis thaliana OX=3702 GN=KPL PE=2 SV=1,C-terminal,72,492
sp|Q9FGM9|HS235_ARATH 23.5 kDa heat shock protein; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=HSP23.5 PE=1 SV=1,N-terminal,1,71
sp|Q9FJN8|RAA4A_ARATH Ras-related protein RABA4a OS=Arabidopsis thaliana OX=3702 GN=RABA4A PE=1 SV=1,C-terminal,188,226
sp|Q9FN39|ENL01_ARATH Early nodulin-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=ENODL1 PE=2 SV=1,C-terminal,134,370
tr|Q9FWZ3|Q9FWZ3_ARATH TRAF-like family protein OS=Arabidopsis thaliana OX=3702 GN=At1g69650 PE=4 SV=1,N-terminal,1,80
tr|Q9LII2|Q9LII2_ARATH Oleosin family protein OS=Arabidopsis thaliana OX=3702 GN=At3g18570 PE=1 SV=1,N-terminal,1,36
sp|Q9LSN7|BH147_ARATH Transcription factor bHLH147 OS=Arabidopsis thaliana OX=3702 GN=BHLH147 PE=1 SV=1,IDP,1,230
sp|Q9LSU8|FB326_ARATH Probable F-box protein At3g25550 OS=Arabidopsis thaliana OX=3702 GN=At3g25550 PE=4 SV=2,C-terminal,135,179
tr|Q9LT62|Q9LT62_ARATH Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=At3g27500 PE=1 SV=1,middle,348,394
sp|Q9LUI1|LRX6_ARATH Leucine-rich repeat extensin-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=LRX6 PE=2 SV=1,C-terminal,371,470
tr|Q9LYF4|Q9LYF4_ARATH AT5g11760/T22P22_150 OS=Arabidopsis thaliana OX=3702 GN=At5g11760 PE=1 SV=1,IDP,1,181
sp|Q9M670|RTM2_ARATH Protein RESTRICTED TEV MOVEMENT 2 OS=Arabidopsis thaliana OX=3702 GN=RTM2 PE=1 SV=1,middle,182,307
sp|Q9M7I9|STEP1_ARATH Stress enhanced protein 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=SEP1 PE=2 SV=1,N-terminal,1,88
sp|Q9M8N2|RTL1_ARATH Ribonuclease 3-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=RTL1 PE=2 SV=1,N-terminal,1,121
sp|Q9SA32|CCB31_ARATH Putative cyclin-B3-1 OS=Arabidopsis thaliana OX=3702 GN=CYCB3-1 PE=3 SV=2,N-terminal,1,136
tr|Q9SF51|Q9SF51_ARATH Exocyst subunit Exo70 family protein OS=Arabidopsis thaliana OX=3702 GN=EXO70H4 PE=3 SV=1,N-terminal,1,31
sp|Q9SN10|FBL16_ARATH F-box/LRR-repeat protein 16 OS=Arabidopsis thaliana OX=3702 GN=FBL16 PE=2 SV=1,C-terminal,442,522
tr|Q9SQT6|Q9SQT6_ARATH At3g06330 OS=Arabidopsis thaliana OX=3702 GN=At3g06330 PE=1 SV=1,N-terminal,1,213
sp|Q9SU04|KIB2_ARATH F-box protein KIB2 OS=Arabidopsis thaliana OX=3702 GN=KIB2 PE=1 SV=1,N-terminal,1,61
tr|Q9SZI4|Q9SZI4_ARATH AT4g26130/F20B18_240 OS=Arabidopsis thaliana OX=3702 GN=At4g26130 PE=1 SV=1,IDP,1,286
sp|Q9ZNT0|VPS4_ARATH Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 OS=Arabidopsis thaliana OX=3702 GN=SKD1 PE=1 SV=1,middle,73,122
sp|Q9ZV88|BEH4_ARATH BES1/BZR1 homolog protein 4 OS=Arabidopsis thaliana OX=3702 GN=BEH4 PE=1 SV=1,C-terminal,75,325
tr|A0A178WIZ5|A0A178WIZ5_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g80625 PE=4 SV=1,N-terminal,1,108
tr|A0A1I9LLS7|A0A1I9LLS7_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g01085 PE=3 SV=1,N-terminal,1,97
tr|A0A1I9LLS7|A0A1I9LLS7_ARATH Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g01085 PE=3 SV=1,C-terminal,430,631
tr|A0A1I9LN39|A0A1I9LN39_ARATH Uncharacterized protein (Fragment) OS=Arabidopsis thaliana OX=3702 GN=At3g21473 PE=4 SV=1,N-terminal,1,137
tr|A0A1P8BBA5|A0A1P8BBA5_ARATH UBQ; helicase-c and DEAD-like helicase domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=HRQ1 PE=1 SV=1,N-terminal,1,31
tr|A0A1P8BBA5|A0A1P8BBA5_ARATH UBQ; helicase-c and DEAD-like helicase domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=HRQ1 PE=1 SV=1,middle,86,190
tr|A0A1P8BBA5|A0A1P8BBA5_ARATH UBQ; helicase-c and DEAD-like helicase domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=HRQ1 PE=1 SV=1,middle,634,674
tr|A8MR84|A8MR84_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g05598 PE=4 SV=1,IDP,1,60
tr|B3H6S4|B3H6S4_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g31018 PE=4 SV=1,IDP,1,39
sp|C0SUU6|STKLA_ARATH Probable transcription factor At1g11510 OS=Arabidopsis thaliana OX=3702 GN=At1g11510 PE=1 SV=1,N-terminal,1,134
sp|C0SUU6|STKLA_ARATH Probable transcription factor At1g11510 OS=Arabidopsis thaliana OX=3702 GN=At1g11510 PE=1 SV=1,middle,235,281
sp|F4HQM3|NCER1_ARATH Neutral ceramidase 1 OS=Arabidopsis thaliana OX=3702 GN=NCER1 PE=2 SV=1,N-terminal,1,31
sp|F4ICA0|KN8A_ARATH Kinesin-like protein KIN-8A OS=Arabidopsis thaliana OX=3702 GN=KIN8A PE=3 SV=1,N-terminal,1,140
sp|F4ICA0|KN8A_ARATH Kinesin-like protein KIN-8A OS=Arabidopsis thaliana OX=3702 GN=KIN8A PE=3 SV=1,C-terminal,490,725
sp|F4ISE2|RLF13_ARATH Protein RALF-like 13 OS=Arabidopsis thaliana OX=3702 GN=RALFL13 PE=3 SV=1,IDP,1,72
tr|F4JFX4|F4JFX4_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g07965 PE=4 SV=1,IDP,1,140
tr|F4JSF8|F4JSF8_ARATH cyclin-dependent kinase OS=Arabidopsis thaliana OX=3702 GN=At4g19110 PE=1 SV=1,C-terminal,291,464
tr|F4K1D8|F4K1D8_ARATH Nuclease HARBI1-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g35695 PE=3 SV=1,C-terminal,146,211
sp|F4K5K6|PMIR1_ARATH Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1 OS=Arabidopsis thaliana OX=3702 GN=PMIR1 PE=2 SV=1,N-terminal,1,61
sp|F4K5K6|PMIR1_ARATH Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1 OS=Arabidopsis thaliana OX=3702 GN=PMIR1 PE=2 SV=1,C-terminal,199,1164
tr|F4K9D8|F4K9D8_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g01445 PE=1 SV=1,IDP,1,113
sp|F4KGE8|GIL1_ARATH Protein GRAVITROPIC IN THE LIGHT 1 OS=Arabidopsis thaliana OX=3702 GN=GIL1 PE=1 SV=1,N-terminal,1,158
sp|F4KGE8|GIL1_ARATH Protein GRAVITROPIC IN THE LIGHT 1 OS=Arabidopsis thaliana OX=3702 GN=GIL1 PE=1 SV=1,middle,213,295
sp|O22268|DIM1A_ARATH Ribosomal RNA small subunit methyltransferase OS=Arabidopsis thaliana OX=3702 GN=DIM1A PE=1 SV=1,C-terminal,263,353
sp|O22793|MORF2_ARATH Multiple organellar RNA editing factor 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MORF2 PE=1 SV=1,N-terminal,1,74
sp|O22793|MORF2_ARATH Multiple organellar RNA editing factor 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MORF2 PE=1 SV=1,C-terminal,184,219
sp|O23145|KSG2_ARATH Shaggy-related protein kinase beta OS=Arabidopsis thaliana OX=3702 GN=ASK2 PE=2 SV=1,N-terminal,1,88
sp|O23447|PME43_ARATH Putative pectinesterase/pectinesterase inhibitor 43 OS=Arabidopsis thaliana OX=3702 GN=PME43 PE=2 SV=1,N-terminal,1,32
sp|O23447|PME43_ARATH Putative pectinesterase/pectinesterase inhibitor 43 OS=Arabidopsis thaliana OX=3702 GN=PME43 PE=2 SV=1,middle,212,387
sp|O48782|HMOX1_ARATH Heme oxygenase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HO1 PE=1 SV=2,N-terminal,1,105
sp|O64749|ARAE2_ARATH Putative UDP-arabinose 4-epimerase 2 OS=Arabidopsis thaliana OX=3702 GN=At2g34850 PE=2 SV=3,N-terminal,1,31
sp|O81078|GLR29_ARATH Glutamate receptor 2.9 OS=Arabidopsis thaliana OX=3702 GN=GLR2.9 PE=2 SV=1,C-terminal,847,940
sp|O82378|FBK37_ARATH Putative F-box/kelch-repeat protein At2g29780 OS=Arabidopsis thaliana OX=3702 GN=At2g29780 PE=4 SV=1,N-terminal,1,46
sp|O82645|IQM1_ARATH IQ domain-containing protein IQM1 OS=Arabidopsis thaliana OX=3702 GN=IQM1 PE=1 SV=1,N-terminal,1,90
sp|O82645|IQM1_ARATH IQ domain-containing protein IQM1 OS=Arabidopsis thaliana OX=3702 GN=IQM1 PE=1 SV=1,C-terminal,372,488
sp|P13853|HS17C_ARATH 17.6 kDa class I heat shock protein 3 OS=Arabidopsis thaliana OX=3702 GN=HSP17.6C PE=2 SV=2,IDP,1,157
sp|P42770|GSHRP_ARATH Glutathione reductase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=EMB2360 PE=2 SV=1,N-terminal,1,85
sp|Q0WQX9|WAVH2_ARATH Probable E3 ubiquitin-protein ligase WAVH2 OS=Arabidopsis thaliana OX=3702 GN=WAVH2 PE=1 SV=1,N-terminal,1,142
sp|Q0WQX9|WAVH2_ARATH Probable E3 ubiquitin-protein ligase WAVH2 OS=Arabidopsis thaliana OX=3702 GN=WAVH2 PE=1 SV=1,middle,199,313
sp|Q0WQX9|WAVH2_ARATH Probable E3 ubiquitin-protein ligase WAVH2 OS=Arabidopsis thaliana OX=3702 GN=WAVH2 PE=1 SV=1,C-terminal,662,717
sp|Q1PE48|CDS3_ARATH Phosphatidate cytidylyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=CDS3 PE=1 SV=1,N-terminal,1,86
sp|Q24JN5|P4H5_ARATH Prolyl 4-hydroxylase 5 OS=Arabidopsis thaliana OX=3702 GN=P4H5 PE=2 SV=1,N-terminal,1,75
sp|Q42572|DNLI1_ARATH DNA ligase 1 OS=Arabidopsis thaliana OX=3702 GN=LIG1 PE=2 SV=2,N-terminal,1,157
sp|Q42572|DNLI1_ARATH DNA ligase 1 OS=Arabidopsis thaliana OX=3702 GN=LIG1 PE=2 SV=2,C-terminal,755,790
sp|Q56WK6|PATL1_ARATH Patellin-1 OS=Arabidopsis thaliana OX=3702 GN=PATL1 PE=1 SV=2,N-terminal,1,240
tr|Q56YY9|Q56YY9_ARATH At3g27906 OS=Arabidopsis thaliana OX=3702 GN=At3g27906 PE=2 SV=1,IDP,1,187
sp|Q8GYH6|RTNLP_ARATH Reticulon-like protein B16 OS=Arabidopsis thaliana OX=3702 GN=RTNLB16 PE=2 SV=1,N-terminal,1,32
sp|Q8H1B3|BIP3_ARATH Heat shock 70 kDa protein BIP3 OS=Arabidopsis thaliana OX=3702 GN=BIP3 PE=1 SV=1,N-terminal,1,43
sp|Q8H1F6|DGP3_ARATH DAR GTPase 3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DGP3 PE=2 SV=1,N-terminal,1,47
sp|Q8VZQ4|2AB2C_ARATH Probable serine/threonine protein phosphatase 2A regulatory subunit B''gamma OS=Arabidopsis thaliana OX=3702 GN=B''GAMMA PE=1 SV=1,middle,55,121
sp|Q93YR9|ARFP_ARATH Auxin response factor 16 OS=Arabidopsis thaliana OX=3702 GN=ARF16 PE=1 SV=1,middle,98,133
sp|Q93YR9|ARFP_ARATH Auxin response factor 16 OS=Arabidopsis thaliana OX=3702 GN=ARF16 PE=1 SV=1,middle,220,271
sp|Q93YR9|ARFP_ARATH Auxin response factor 16 OS=Arabidopsis thaliana OX=3702 GN=ARF16 PE=1 SV=1,middle,391,593
tr|Q93ZN5|Q93ZN5_ARATH AT4g00090/F6N15_8 OS=Arabidopsis thaliana OX=3702 GN=At4g00090 PE=1 SV=1,N-terminal,1,76
tr|Q949V8|Q949V8_ARATH At4g17310 OS=Arabidopsis thaliana OX=3702 GN=DL4690C PE=2 SV=1,IDP,1,99
sp|Q94BV2|SGF11_ARATH SAGA-associated factor 11 OS=Arabidopsis thaliana OX=3702 GN=SGF11 PE=1 SV=1,C-terminal,119,181
sp|Q9C544|CM3_ARATH Chorismate mutase 3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CM3 PE=1 SV=1,N-terminal,1,64
sp|Q9C8M5|WAG1_ARATH Serine/threonine-protein kinase WAG1 OS=Arabidopsis thaliana OX=3702 GN=WAG1 PE=2 SV=1,N-terminal,1,72
tr|Q9C9I0|Q9C9I0_ARATH At1g71430 OS=Arabidopsis thaliana OX=3702 GN=F26A9.19 PE=1 SV=1,IDP,1,164
tr|Q9FGF3|Q9FGF3_ARATH At5g64430 OS=Arabidopsis thaliana OX=3702 GN=At5g64430 PE=1 SV=1,N-terminal,1,39
tr|Q9FGF3|Q9FGF3_ARATH At5g64430 OS=Arabidopsis thaliana OX=3702 GN=At5g64430 PE=1 SV=1,C-terminal,154,513
tr|Q9FHZ8|Q9FHZ8_ARATH F-box protein; putative (DUF295) OS=Arabidopsis thaliana OX=3702 GN=ATDOA14 PE=4 SV=1,N-terminal,1,48
tr|Q9FL84|Q9FL84_ARATH Transcription factor UPBEAT-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g39240 PE=4 SV=1,N-terminal,1,69
sp|Q9FLT4|AB10A_ARATH ABC transporter A family member 10 OS=Arabidopsis thaliana OX=3702 GN=ABCA10 PE=1 SV=2,middle,537,569
sp|Q9FVE0|AGP11_ARATH Classical arabinogalactan protein 11 OS=Arabidopsis thaliana OX=3702 GN=AGP11 PE=2 SV=2,IDP,1,136
sp|Q9LFB2|LAX1_ARATH Auxin transporter-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=LAX1 PE=2 SV=1,N-terminal,1,47
tr|Q9LKB4|Q9LKB4_ARATH Uncharacterized protein At3g14900 OS=Arabidopsis thaliana OX=3702 GN=EMB3120 PE=1 SV=1,N-terminal,1,91
tr|Q9LKB4|Q9LKB4_ARATH Uncharacterized protein At3g14900 OS=Arabidopsis thaliana OX=3702 GN=EMB3120 PE=1 SV=1,middle,409,493
sp|Q9LY00|WRK70_ARATH Probable WRKY transcription factor 70 OS=Arabidopsis thaliana OX=3702 GN=WRKY70 PE=1 SV=1,middle,55,115
sp|Q9LY00|WRK70_ARATH Probable WRKY transcription factor 70 OS=Arabidopsis thaliana OX=3702 GN=WRKY70 PE=1 SV=1,C-terminal,173,294
sp|Q9LZJ8|ARR20_ARATH Putative two-component response regulator ARR20 OS=Arabidopsis thaliana OX=3702 GN=ARR20 PE=2 SV=1,N-terminal,1,36
sp|Q9LZJ8|ARR20_ARATH Putative two-component response regulator ARR20 OS=Arabidopsis thaliana OX=3702 GN=ARR20 PE=2 SV=1,middle,160,216
sp|Q9LZJ8|ARR20_ARATH Putative two-component response regulator ARR20 OS=Arabidopsis thaliana OX=3702 GN=ARR20 PE=2 SV=1,C-terminal,267,426
sp|Q9M3B7|FBL54_ARATH Putative F-box/LRR-repeat protein At3g49150 OS=Arabidopsis thaliana OX=3702 GN=At3g49150 PE=4 SV=2,middle,462,567
tr|Q9M8Z9|Q9M8Z9_ARATH At3g07000 OS=Arabidopsis thaliana OX=3702 GN=F17A9.15 PE=1 SV=1,middle,242,281
tr|Q9M9D1|Q9M9D1_ARATH T16N11.15 protein OS=Arabidopsis thaliana OX=3702 GN=At1g15640 PE=2 SV=1,N-terminal,1,54
sp|Q9SG86|BZP28_ARATH bZIP transcription factor 28 OS=Arabidopsis thaliana OX=3702 GN=BZIP28 PE=1 SV=1,N-terminal,1,196
sp|Q9SG86|BZP28_ARATH bZIP transcription factor 28 OS=Arabidopsis thaliana OX=3702 GN=BZIP28 PE=1 SV=1,middle,252,431
sp|Q9SG86|BZP28_ARATH bZIP transcription factor 28 OS=Arabidopsis thaliana OX=3702 GN=BZIP28 PE=1 SV=1,middle,469,521
sp|Q9SG86|BZP28_ARATH bZIP transcription factor 28 OS=Arabidopsis thaliana OX=3702 GN=BZIP28 PE=1 SV=1,middle,577,640
sp|Q9SIZ3|PMTN_ARATH Probable methyltransferase PMT23 OS=Arabidopsis thaliana OX=3702 GN=At2g40280 PE=2 SV=2,N-terminal,1,75
tr|Q9SL13|Q9SL13_ARATH At2g05540/T20G20.11 OS=Arabidopsis thaliana OX=3702 GN=At2g05540 PE=1 SV=1,IDP,1,135
sp|Q9SN39|PP320_ARATH Pentatricopeptide repeat-containing protein DOT4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DOT4 PE=2 SV=1,N-terminal,1,63
sp|Q9SSM4|CHM1B_ARATH ESCRT-related protein CHMP1B OS=Arabidopsis thaliana OX=3702 GN=CHMP1B PE=1 SV=1,C-terminal,139,203
sp|Q9SUN6|SBT22_ARATH Subtilisin-like protease SBT2.2 OS=Arabidopsis thaliana OX=3702 GN=SBT2.2 PE=3 SV=1,N-terminal,1,90
sp|Q9SX97|DOF16_ARATH Dof zinc finger protein DOF1.6 OS=Arabidopsis thaliana OX=3702 GN=DOF1.6 PE=2 SV=1,C-terminal,70,209
sp|Q9SXL4|AHK1_ARATH Histidine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=AHK1 PE=1 SV=2,N-terminal,1,60
sp|Q9SXL4|AHK1_ARATH Histidine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=AHK1 PE=1 SV=2,middle,937,1026
sp|Q9SXL4|AHK1_ARATH Histidine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=AHK1 PE=1 SV=2,middle,1086,1118
sp|Q9T010|P2C54_ARATH Probable protein phosphatase 2C 54 OS=Arabidopsis thaliana OX=3702 GN=At4g11040 PE=2 SV=1,N-terminal,1,95
sp|Q9XHV0|MYB80_ARATH Transcription factor MYB80 OS=Arabidopsis thaliana OX=3702 GN=MYB80 PE=1 SV=1,C-terminal,177,320
tr|Q9ZQ78|Q9ZQ78_ARATH Uncharacterized protein At2g03420 OS=Arabidopsis thaliana OX=3702 GN=At2g03420 PE=1 SV=2,N-terminal,1,82
tr|Q9ZUQ5|Q9ZUQ5_ARATH 10-formyltetrahydrofolate synthetase OS=Arabidopsis thaliana OX=3702 GN=At2g12200 PE=4 SV=1,IDP,1,63
sp|A0A178VBJ0|APSR1_ARATH Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=APSR1 PE=2 SV=1,N-terminal,1,286
sp|A0A178VBJ0|APSR1_ARATH Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=APSR1 PE=2 SV=1,middle,533,592
tr|A0A1P8B0Q6|A0A1P8B0Q6_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g34325 PE=4 SV=1,IDP,1,50
tr|A0A1P8B104|A0A1P8B104_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g06675 PE=4 SV=1,IDP,1,144
tr|A0A1P8B756|A0A1P8B756_ARATH DNA-directed RNA polymerase III subunit OS=Arabidopsis thaliana OX=3702 GN=At4g35685 PE=3 SV=1,IDP,1,178
tr|B3H6V8|B3H6V8_ARATH Membrane lipoprotein OS=Arabidopsis thaliana OX=3702 GN=At3g52941 PE=4 SV=1,IDP,1,47
sp|B5X564|CDC2C_ARATH Cyclin-dependent kinase C-2 C OS=Arabidopsis thaliana OX=3702 GN=CDC2C PE=1 SV=1,N-terminal,1,72
sp|B5X564|CDC2C_ARATH Cyclin-dependent kinase C-2 C OS=Arabidopsis thaliana OX=3702 GN=CDC2C PE=1 SV=1,C-terminal,389,644
tr|F4HYH4|F4HYH4_ARATH Outer arm dynein light chain 1 protein OS=Arabidopsis thaliana OX=3702 GN=At1g48540 PE=1 SV=1,middle,338,813
tr|F4I423|F4I423_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g76840 PE=4 SV=1,N-terminal,1,32
tr|F4I695|F4I695_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g23610 PE=4 SV=1,IDP,1,78
tr|F4I844|F4I844_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g57613 PE=4 SV=1,IDP,1,105
sp|F4IUU1|RLP27_ARATH Receptor like protein 27 OS=Arabidopsis thaliana OX=3702 GN=RLP27 PE=2 SV=1,N-terminal,1,42
tr|F4JCM2|F4JCM2_ARATH Myosin heavy chain-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g33393 PE=4 SV=1,N-terminal,1,33
tr|F4JKW8|F4JKW8_ARATH ABC subfamily C protein OS=Arabidopsis thaliana OX=3702 GN=DL3950W PE=1 SV=1,N-terminal,1,334
tr|F4JWU5|F4JWU5_ARATH Zinc knuckle (CCHC-type) family protein OS=Arabidopsis thaliana OX=3702 GN=At5g34870 PE=4 SV=1,N-terminal,1,263
tr|F4K5W3|F4K5W3_ARATH Protein prenylyltransferase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MJG14.18 PE=1 SV=1,N-terminal,1,39
tr|F4K5W3|F4K5W3_ARATH Protein prenylyltransferase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MJG14.18 PE=1 SV=1,middle,328,376
sp|F4K6D3|SFH14_ARATH Phosphatidylinositol/phosphatidylcholine transfer protein SFH14 OS=Arabidopsis thaliana OX=3702 GN=SFH14 PE=2 SV=1,N-terminal,1,59
sp|F4K6D3|SFH14_ARATH Phosphatidylinositol/phosphatidylcholine transfer protein SFH14 OS=Arabidopsis thaliana OX=3702 GN=SFH14 PE=2 SV=1,middle,337,495
tr|F4K9X6|F4K9X6_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g22555 PE=4 SV=1,C-terminal,60,95
tr|O22726|O22726_ARATH F11P17.8 protein OS=Arabidopsis thaliana OX=3702 GN=At1g61200 PE=4 SV=1,IDP,1,71
sp|O64702|HMG14_ARATH High mobility group B protein 14 OS=Arabidopsis thaliana OX=3702 GN=HMGB14 PE=2 SV=2,N-terminal,1,65
sp|O65451|FB333_ARATH Probable F-box protein At4g22030 OS=Arabidopsis thaliana OX=3702 GN=At4g22030 PE=4 SV=1,N-terminal,1,145
sp|O80683|CAB25_ARATH Calmodulin-binding protein 25 OS=Arabidopsis thaliana OX=3702 GN=CAMBP25 PE=1 SV=1,IDP,1,238
sp|O81796|IDH3_ARATH Isocitrate dehydrogenase [NAD] regulatory subunit 3; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=IDH3 PE=1 SV=1,N-terminal,1,31
sp|P0C7Q8|DA1_ARATH Protein DA1 OS=Arabidopsis thaliana OX=3702 GN=DA1 PE=1 SV=1,N-terminal,1,156
sp|P0C7Q9|PPR56_ARATH Pentatricopeptide repeat-containing protein At1g22960; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g22960 PE=2 SV=1,N-terminal,1,72
sp|P32069|TRPX_ARATH Anthranilate synthase alpha subunit 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ASA2 PE=2 SV=1,N-terminal,1,74
sp|P92525|M870_ARATH Uncharacterized mitochondrial protein AtMg00870 OS=Arabidopsis thaliana OX=3702 GN=AtMg00870 PE=2 SV=1,IDP,1,184
sp|Q42290|MPPB_ARATH Probable mitochondrial-processing peptidase subunit beta; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MPPbeta PE=1 SV=2,N-terminal,1,48
sp|Q5BPG5|VUP4_ARATH Vascular-related unknown protein 4 OS=Arabidopsis thaliana OX=3702 GN=VUP4 PE=2 SV=1,IDP,1,165
sp|Q5QIT3|2AB2B_ARATH Serine/threonine protein phosphatase 2A regulatory subunit B''beta OS=Arabidopsis thaliana OX=3702 GN=B''BETA PE=1 SV=1,middle,55,121
sp|Q5XF24|CKL13_ARATH Casein kinase 1-like protein 13 OS=Arabidopsis thaliana OX=3702 GN=CKL13 PE=2 SV=1,C-terminal,295,468
sp|Q6NPR6|TORL3_ARATH TORTIFOLIA1-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=TOR1L3 PE=2 SV=1,middle,289,452
sp|Q6NPR6|TORL3_ARATH TORTIFOLIA1-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=TOR1L3 PE=2 SV=1,C-terminal,510,615
tr|Q8GW81|Q8GW81_ARATH GATA type zinc finger transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=GATA17L PE=1 SV=1,N-terminal,1,44
tr|Q8GW81|Q8GW81_ARATH GATA type zinc finger transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=GATA17L PE=1 SV=1,middle,86,161
tr|Q8GWC0|Q8GWC0_ARATH Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At2g14247 PE=1 SV=1,N-terminal,1,42
tr|Q8GYC9|Q8GYC9_ARATH Transcriptional regulator ATRX OS=Arabidopsis thaliana OX=3702 GN=At3g52240 PE=1 SV=1,C-terminal,84,680
tr|Q8GYE6|Q8GYE6_ARATH Uncharacterized protein At1g21520 OS=Arabidopsis thaliana OX=3702 GN=At1g21520 PE=1 SV=1,IDP,1,66
sp|Q8H0X6|CYT6_ARATH Cysteine proteinase inhibitor 6 OS=Arabidopsis thaliana OX=3702 GN=CYS6 PE=1 SV=2,N-terminal,1,53
sp|Q8LPG1|FAX4_ARATH Protein FATTY ACID EXPORT 4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FAX4 PE=2 SV=1,N-terminal,1,57
tr|Q8LPT2|Q8LPT2_ARATH At1g10410/F14N23_31 OS=Arabidopsis thaliana OX=3702 GN=At1g10410 PE=1 SV=1,N-terminal,1,204
sp|Q8RY46|AB26B_ARATH ABC transporter B family member 26; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ABCB26 PE=1 SV=1,N-terminal,1,78
sp|Q8VXV4|DNJ16_ARATH Chaperone protein dnaJ 16 OS=Arabidopsis thaliana OX=3702 GN=ATJ16 PE=2 SV=1,C-terminal,356,436
sp|Q8VY06|PREP2_ARATH Presequence protease 2; chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PREP2 PE=1 SV=1,N-terminal,1,100
tr|Q93Z11|Q93Z11_ARATH AT5g37360/MNJ8_150 OS=Arabidopsis thaliana OX=3702 GN=MNJ8.18 PE=1 SV=1,N-terminal,1,72
sp|Q940Y8|KN13B_ARATH Kinesin-like protein KIN-13B OS=Arabidopsis thaliana OX=3702 GN=KIN13B PE=1 SV=1,N-terminal,1,192
sp|Q940Y8|KN13B_ARATH Kinesin-like protein KIN-13B OS=Arabidopsis thaliana OX=3702 GN=KIN13B PE=1 SV=1,middle,488,600
